sequence_id,time,bpm,crash,has_crash_seq,crash_start
4,3,70.38543835485248,0,0,-1
4,4,70.32429456564932,0,0,-1
4,5,69.34211302250525,0,0,-1
4,6,70.01122132472837,0,0,-1
4,7,69.3287461042172,0,0,-1
4,8,67.49033745856633,0,0,-1
4,9,65.5734310970869,0,0,-1
4,10,65.83231297367007,0,0,-1
4,11,68.20094985828572,0,0,-1
4,12,68.44093727864588,0,0,-1
4,13,68.26297978948105,0,0,-1
4,14,68.69171899888487,0,0,-1
4,15,70.6507216114451,0,0,-1
4,16,70.9797953634909,0,0,-1
4,17,70.36340451724028,0,0,-1
4,18,72.02283758233011,0,0,-1
4,19,72.66597224002253,0,0,-1
4,20,74.96960622801652,0,0,-1
4,21,75.24445788384938,0,0,-1
4,22,73.40775433626862,0,0,-1
4,23,71.35551553740012,0,0,-1
4,24,73.831907435747,0,0,-1
4,25,76.41740601692194,0,0,-1
4,26,76.14812719699805,0,0,-1
4,27,75.57334621529407,0,0,-1
4,28,77.76551265365737,0,0,-1
4,29,76.10494413059213,0,0,-1
5,0,84.40809231571062,0,1,18
5,1,84.40040951563051,0,1,18
5,2,84.15524516784374,0,1,18
5,3,84.66160699104215,0,1,18
5,4,86.77282978301272,0,1,18
5,5,86.90870714336535,0,1,18
5,6,87.87461533328063,0,1,18
5,7,84.7993571817341,0,1,18
5,8,84.72627957883891,0,1,18
5,9,83.46143417339961,0,1,18
5,10,81.63321458276417,0,1,18
5,11,80.31598603237104,0,1,18
5,12,79.81480087131982,0,1,18
5,13,81.18865468485384,0,1,18
5,14,79.1990656082445,0,1,18
5,15,79.24501284713612,0,1,18
5,16,78.51875869713575,0,1,18
5,17,78.0272490555928,0,1,18
5,18,77.70565736802256,0,1,18
5,19,78.63886207542257,0,1,18
5,20,77.04522917514399,0,1,18
5,21,75.64102413868865,0,1,18
5,22,73.23376283621077,0,1,18
5,23,71.14364150713277,0,1,18
5,24,71.59286198085486,0,1,18
5,25,69.72702373542052,0,1,18
5,26,68.3052896465213,0,1,18
5,27,67.95521284808818,0,1,18
5,28,66.00871170405361,0,1,18
5,29,64.05268118183623,0,1,18
6,0,81.20584085895089,0,0,-1
6,1,79.8905496916995,0,0,-1
6,2,79.74915586032067,0,0,-1
6,3,77.11256327328573,0,0,-1
6,4,74.91199540519925,0,0,-1
6,5,78.1058660732417,0,0,-1
6,6,76.17473220133066,0,0,-1
6,7,74.52955383364869,0,0,-1
6,8,77.28492412613066,0,0,-1
6,9,81.64252487999127,0,0,-1
6,10,79.88517493675326,0,0,-1
6,11,79.33280150157121,0,0,-1
6,12,79.84513482798198,0,0,-1
6,13,82.43818129459036,0,0,-1
6,14,80.95789567694801,0,0,-1
6,15,80.58997890803485,0,0,-1
6,16,81.75598527212746,0,0,-1
6,17,82.40813438382739,0,0,-1
6,18,81.84390027698224,0,0,-1
6,19,81.64316583020818,0,0,-1
6,20,79.5808221176532,0,0,-1
6,21,79.22356150169121,0,0,-1
6,22,78.82398026667778,0,0,-1
6,23,79.17223510111717,0,0,-1
6,24,78.33924427288865,0,0,-1
6,25,79.04655205670636,0,0,-1
6,26,80.5656257834361,0,0,-1
6,27,80.7987697749388,0,0,-1
6,28,81.32640438753761,0,0,-1
6,29,81.40613740890441,0,0,-1
7,0,77.91766294968573,0,0,-1
7,1,78.39240434219569,0,0,-1
7,2,78.24647444457545,0,0,-1
7,3,81.38622690797135,0,0,-1
7,4,83.74625926168422,0,0,-1
7,5,84.32502909051897,0,0,-1
7,6,83.18044327597681,0,0,-1
7,7,81.51182606800168,0,0,-1
7,8,83.29854049763497,0,0,-1
7,9,83.69266433535569,0,0,-1
7,10,84.4128794404431,0,0,-1
7,11,81.79600045998181,0,0,-1
7,12,83.18715818231908,0,0,-1
7,13,83.86878868964062,0,0,-1
7,14,82.20314266301891,0,0,-1
7,15,81.49585545184398,0,0,-1
7,16,81.89143125837876,0,0,-1
7,17,81.97013145591312,0,0,-1
7,18,81.53187467720778,0,0,-1
7,19,81.37664227510884,0,0,-1
7,20,80.99867620779851,0,0,-1
7,21,81.22751997595222,0,0,-1
7,22,83.43475793544195,0,0,-1
7,23,79.584770274045,0,0,-1
7,24,79.22949487728047,0,0,-1
7,25,79.49426350933915,0,0,-1
7,26,79.93825449386979,0,0,-1
7,27,79.38038262188786,0,0,-1
7,28,76.74529994816999,0,0,-1
7,29,77.23729317374115,0,0,-1
8,0,76.29574202054728,0,1,15
8,1,75.80295418586294,0,1,15
8,2,75.71096766711968,0,1,15
8,3,74.13161990106376,0,1,15
8,4,73.62993564252994,0,1,15
8,5,75.58000253457838,0,1,15
8,6,76.45398539755995,0,1,15
8,7,79.05245280567486,0,1,15
8,8,80.8185706391414,0,1,15
8,9,81.47720065753576,0,1,15
8,10,84.09310244678746,0,1,15
8,11,84.7515921848949,0,1,15
8,12,85.99357445009049,0,1,15
8,13,85.54871801978842,0,1,15
8,14,85.64853674357722,0,1,15
8,15,82.63261468400623,0,1,15
8,16,78.97556299169693,0,1,15
8,17,76.96082692435535,0,1,15
8,18,76.13569915090939,1,1,15
8,19,74.8599815422161,1,1,15
8,20,72.34179129105064,1,1,15
8,21,69.87700751856852,1,1,15
8,22,68.74307855694889,1,1,15
8,23,66.2157357996099,1,1,15
8,24,63.70079718040941,1,1,15
8,25,62.53891016479139,1,1,15
8,26,62.020082067165596,1,1,15
8,27,60.44878538069781,1,1,15
8,28,59.58531437760599,1,1,15
8,29,54.12798449101867,0,1,15
9,0,84.21392357208026,0,1,13
9,1,84.76645849113125,0,1,13
9,2,86.03633446989635,0,1,13
9,3,85.17991897761365,0,1,13
9,4,86.40056451256297,0,1,13
9,5,88.00327184654653,0,1,13
9,6,88.35258887675228,0,1,13
9,7,88.70419021580032,0,1,13
9,8,89.10970507472291,0,1,13
9,9,87.81468717761383,0,1,13
9,10,87.5933941572533,0,1,13
9,11,87.36461035857477,0,1,13
9,12,87.93970115510501,0,1,13
9,13,88.06362945107294,0,1,13
9,14,85.91674448823882,0,1,13
9,15,82.42908217134305,0,1,13
9,16,81.27380233084077,0,1,13
9,17,78.81767832433312,1,1,13
9,18,77.70047997817522,1,1,13
9,19,76.3305873717798,1,1,13
9,20,75.27900148181051,1,1,13
9,21,75.81319029387532,1,1,13
9,22,74.56637503670638,1,1,13
9,23,71.07226767442981,1,1,13
9,24,67.28572251461574,1,1,13
9,25,65.60829363261011,1,1,13
9,26,65.30152807961073,1,1,13
9,27,59.577972876046275,1,1,13
9,28,56.6965156662669,1,1,13
9,29,55.25123664465032,0,1,13
10,0,73.14019962806378,0,1,17
10,1,73.48401668923638,0,1,17
10,2,74.27911374763859,0,1,17
10,3,73.22210385333376,0,1,17
10,4,72.95268673258657,0,1,17
10,5,73.247850877572,0,1,17
10,6,74.47864359069814,0,1,17
10,7,73.88803183236128,0,1,17
10,8,74.66978271595944,0,1,17
10,9,74.27102452808637,0,1,17
10,10,74.09471127709418,0,1,17
10,11,75.33898984013028,1,1,17
10,12,72.34939928354905,1,1,17
10,13,70.4046907914369,1,1,17
10,14,68.18141269527267,1,1,17
10,15,64.68098851550022,1,1,17
10,16,63.663591855267455,1,1,17
10,17,62.43215184451451,1,1,17
10,18,60.83259539947001,1,1,17
10,19,62.24382199877741,1,1,17
10,20,60.33979188995544,1,1,17
10,21,58.202288926992566,1,1,17
10,22,56.13821671511986,1,1,17
10,23,53.27737400295143,1,1,17
10,24,50.90365571971535,1,1,17
10,25,49.64862367898589,1,1,17
10,26,46.96635077593774,1,1,17
10,27,44.820833764041105,1,1,17
10,28,42.70504721780828,1,1,17
10,29,43.41405069351261,0,1,17
11,0,75.01857508496866,0,1,20
11,1,75.66041074601104,0,1,20
11,2,75.37654423460643,0,1,20
11,3,75.86953723803015,0,1,20
11,4,76.41242001892341,0,1,20
11,5,78.39341250221567,0,1,20
11,6,77.8792332759191,0,1,20
11,7,75.66394655065051,0,1,20
11,8,77.26478017550848,0,1,20
11,9,76.76754791736259,0,1,20
11,10,78.43943658422866,0,1,20
11,11,79.01450225400237,0,1,20
11,12,78.81779595869735,0,1,20
11,13,79.3409597997668,0,1,20
11,14,82.26747863995624,0,1,20
11,15,85.38294943353687,0,1,20
11,16,85.48702113623604,0,1,20
11,17,85.72730702621165,0,1,20
11,18,87.34166726241122,0,1,20
11,19,86.0731757132602,0,1,20
11,20,84.80352303735106,0,1,20
11,21,83.95681913567999,0,1,20
11,22,79.89585539889853,0,1,20
11,23,77.64765956085938,0,1,20
11,24,75.7596068307059,0,1,20
11,25,75.77368101932262,0,1,20
11,26,74.39123933577831,0,1,20
11,27,72.1598274656761,0,1,20
11,28,71.01371969716729,0,1,20
11,29,71.24666060590906,0,1,20
12,0,78.33461961393792,0,1,15
12,1,80.48444137384718,0,1,15
12,2,80.62172164110699,0,1,15
12,3,81.49288728410168,0,1,15
12,4,81.40771249251264,0,1,15
12,5,81.15210112076633,0,1,15
12,6,79.9828775256782,0,1,15
12,7,80.62832956411454,0,1,15
12,8,79.35102378033588,0,1,15
12,9,80.34940163480603,0,1,15
12,10,81.97733214147489,0,1,15
12,11,82.52712925233074,0,1,15
12,12,82.0977561519972,0,1,15
12,13,82.77870452096025,0,1,15
12,14,82.31569493764063,0,1,15
12,15,81.73363049238819,0,1,15
12,16,79.07587259116885,1,1,15
12,17,75.58875819944494,1,1,15
12,18,75.22985485651232,1,1,15
12,19,71.74626095029447,1,1,15
12,20,68.44008874322824,1,1,15
12,21,67.97049213058219,1,1,15
12,22,66.75729971386463,1,1,15
12,23,64.52953740064585,1,1,15
12,24,63.4822711057098,1,1,15
12,25,63.17173633654729,1,1,15
12,26,59.966569332100676,1,1,15
12,27,60.79803589747977,1,1,15
12,28,56.98584908525538,1,1,15
12,29,55.30234187870409,0,1,15
13,0,75.19722872520818,0,1,12
13,1,75.58457196019222,0,1,12
13,2,77.93164899269708,0,1,12
13,3,77.38899327653083,0,1,12
13,4,75.97731013264338,0,1,12
13,5,75.30446382060084,0,1,12
13,6,75.98296474656556,0,1,12
13,7,73.63432613829478,1,1,12
13,8,74.59053249227146,1,1,12
13,9,73.78237551584485,1,1,12
13,10,75.5040945069452,1,1,12
13,11,71.91270404959448,1,1,12
13,12,69.7455204788268,1,1,12
13,13,66.73099887832396,1,1,12
13,14,64.62175242944662,1,1,12
13,15,63.76675815893363,1,1,12
13,16,60.67489922549561,1,1,12
13,17,59.47994043449946,1,1,12
13,18,58.2774854197076,1,1,12
13,19,59.82051240799721,1,1,12
13,20,57.68563969942138,1,1,12
13,21,54.95606410237158,1,1,12
13,22,52.325763119122115,1,1,12
13,23,51.0655413311392,1,1,12
13,24,48.73952714377542,1,1,12
13,25,49.298999888629695,1,1,12
13,26,46.92321101511889,1,1,12
13,27,45.50821701323257,1,1,12
13,28,44.35020241605433,1,1,12
13,29,41.23312069018417,0,1,12
14,0,83.87192497758915,0,0,-1
14,1,83.4931489761347,0,0,-1
14,2,84.03833048289331,0,0,-1
14,3,80.4234475341935,0,0,-1
14,4,78.6889260437955,0,0,-1
14,5,78.24825766356732,0,0,-1
14,6,76.64005813142703,0,0,-1
14,7,77.71165285537302,0,0,-1
14,8,80.707597651495,0,0,-1
14,9,78.94267557235105,0,0,-1
14,10,77.68648046622326,0,0,-1
14,11,78.03965301868816,0,0,-1
14,12,80.45632724143759,0,0,-1
14,13,78.62276577262773,0,0,-1
14,14,78.99631995608814,0,0,-1
14,15,81.72826823230781,0,0,-1
14,16,79.2506295100389,0,0,-1
14,17,77.32902569977016,0,0,-1
14,18,76.6936157900789,0,0,-1
14,19,75.91273317079578,0,0,-1
14,20,77.13163510242624,0,0,-1
14,21,77.4941246821575,0,0,-1
14,22,74.83168159269431,0,0,-1
14,23,75.60479719704553,0,0,-1
14,24,74.73848886601205,0,0,-1
14,25,76.65015969142391,0,0,-1
14,26,75.70877838676853,0,0,-1
14,27,74.75385546211517,0,0,-1
14,28,75.56555287832197,0,0,-1
14,29,76.70994260182736,0,0,-1
15,0,79.80705165989238,0,1,12
15,1,78.25558958238078,0,1,12
15,2,78.60850374976317,0,1,12
15,3,76.47290209666458,0,1,12
15,4,77.14238531797918,0,1,12
15,5,75.93248696151812,0,1,12
15,6,74.00853498612734,0,1,12
15,7,75.07926519085095,0,1,12
15,8,75.44173197336607,0,1,12
15,9,74.52076677127673,0,1,12
15,10,76.69753504480832,1,1,12
15,11,76.0365564124537,1,1,12
15,12,74.55545923917741,1,1,12
15,13,73.06674575972727,1,1,12
15,14,69.97529747621279,1,1,12
15,15,71.04394470919661,1,1,12
15,16,66.22871136598334,1,1,12
15,17,68.95481599265604,1,1,12
15,18,64.75567879623009,1,1,12
15,19,62.05322924712534,1,1,12
15,20,59.71352400177104,1,1,12
15,21,58.56500676941704,1,1,12
15,22,57.11631512682584,1,1,12
15,23,56.05837172321887,1,1,12
15,24,54.19562304236152,1,1,12
15,25,50.31487744825711,1,1,12
15,26,48.23534833180219,1,1,12
15,27,46.743332304696494,1,1,12
15,28,44.18376318264592,1,1,12
15,29,43.25630374533243,0,1,12
16,0,74.5143124435701,0,1,19
16,1,71.97636846981545,0,1,19
16,2,71.95002423009929,0,1,19
16,3,70.59638958791052,0,1,19
16,4,70.0828781799147,1,1,19
16,5,69.96049652538701,1,1,19
16,6,67.40201820136375,1,1,19
16,7,64.97853069238273,1,1,19
16,8,65.70163094567103,1,1,19
16,9,64.91755290141651,1,1,19
16,10,61.070436388685664,1,1,19
16,11,62.247702443597866,1,1,19
16,12,62.65625707650923,1,1,19
16,13,61.5854448404545,1,1,19
16,14,59.61019952386714,1,1,19
16,15,60.86391136833864,1,1,19
16,16,61.38793730217929,1,1,19
16,17,64.9618407262054,1,1,19
16,18,65.5921236242928,1,1,19
16,19,64.10603011743439,1,1,19
16,20,63.87867930106212,1,1,19
16,21,63.90707185995187,1,1,19
16,22,62.38360196062879,1,1,19
16,23,62.866016227768185,1,1,19
16,24,59.76705663166861,1,1,19
16,25,58.872227481737774,1,1,19
16,26,57.88075891678917,1,1,19
16,27,56.05854315980413,1,1,19
16,28,51.946948273388145,1,1,19
16,29,49.04203849710503,0,1,19
17,0,73.45377941959327,0,1,12
17,1,73.36834760777298,0,1,12
17,2,74.942108039935,0,1,12
17,3,73.47816981576264,0,1,12
17,4,72.11230748988046,0,1,12
17,5,72.9501309287918,0,1,12
17,6,72.6178267551956,1,1,12
17,7,73.5890537912598,1,1,12
17,8,73.56858360356685,1,1,12
17,9,74.6210790757012,1,1,12
17,10,73.06846190464024,1,1,12
17,11,73.05033492845784,1,1,12
17,12,71.25529589389869,1,1,12
17,13,67.54742493180277,1,1,12
17,14,64.83858894604589,1,1,12
17,15,63.54933965872544,1,1,12
17,16,58.668506089565426,1,1,12
17,17,56.32767067579568,1,1,12
17,18,54.390781914996325,1,1,12
17,19,51.259001325827846,1,1,12
17,20,51.12981387779696,1,1,12
17,21,51.17651136281609,1,1,12
17,22,51.07520738885579,1,1,12
17,23,51.67929144667988,1,1,12
17,24,47.50918488183564,1,1,12
17,25,47.37337887745154,1,1,12
17,26,43.64357368200198,1,1,12
17,27,41.58538699482804,1,1,12
17,28,43.4562918062696,1,1,12
17,29,40.68773367780989,0,1,12
18,0,68.47739814140678,0,1,14
18,1,71.55053161770171,0,1,14
18,2,74.22828422080991,0,1,14
18,3,75.93235724614306,0,1,14
18,4,74.55108164942936,0,1,14
18,5,75.83361063587529,0,1,14
18,6,76.79305025012214,0,1,14
18,7,77.45686868642821,0,1,14
18,8,79.33136658699388,0,1,14
18,9,80.2844233012858,0,1,14
18,10,81.3944446557423,0,1,14
18,11,82.34980408080062,0,1,14
18,12,82.86099119280378,0,1,14
18,13,80.18557449823251,0,1,14
18,14,79.4800305991848,0,1,14
18,15,75.64408669135759,0,1,14
18,16,77.10327336042619,0,1,14
18,17,75.7984323896531,0,1,14
18,18,75.02907483764477,1,1,14
18,19,72.54297990906764,1,1,14
18,20,70.15000984984685,1,1,14
18,21,69.54005457832685,1,1,14
18,22,70.56711866002547,1,1,14
18,23,68.28968241915449,1,1,14
18,24,66.78360016008804,1,1,14
18,25,64.11358498100387,1,1,14
18,26,61.305302378243375,1,1,14
18,27,60.24489300674397,1,1,14
18,28,57.02851065186313,1,1,14
18,29,57.55950165133931,0,1,14
19,0,84.05836981035219,0,0,-1
19,1,82.79080181839846,0,0,-1
19,2,81.16525357736137,0,0,-1
19,3,81.6821609344869,0,0,-1
19,4,82.25108098603465,0,0,-1
19,5,84.18207765344225,0,0,-1
19,6,85.83204712895538,0,0,-1
19,7,85.63370414415863,0,0,-1
19,8,83.76739532586733,0,0,-1
19,9,83.28873543035098,0,0,-1
19,10,83.61458222256677,0,0,-1
19,11,83.31145735448266,0,0,-1
19,12,82.44461619236617,0,0,-1
19,13,82.82394341482102,0,0,-1
19,14,82.0680068027051,0,0,-1
19,15,81.12590767711704,0,0,-1
19,16,81.5930869285722,0,0,-1
19,17,80.9900980583784,0,0,-1
19,18,81.35625464184592,0,0,-1
19,19,81.76606067612411,0,0,-1
19,20,80.05691717448676,0,0,-1
19,21,79.33505548868864,0,0,-1
19,22,81.49172089856333,0,0,-1
19,23,79.7486016294619,0,0,-1
19,24,76.5736199560061,0,0,-1
19,25,73.78085222614233,0,0,-1
19,26,73.82451714600734,0,0,-1
19,27,73.87089306305639,0,0,-1
19,28,73.6944767799187,0,0,-1
19,29,75.51576152331145,0,0,-1
20,0,80.34215730270536,0,0,-1
20,1,78.65048615536779,0,0,-1
20,2,78.08077638768295,0,0,-1
20,3,76.95143851184001,0,0,-1
20,4,75.60991944272372,0,0,-1
20,5,75.12052643518916,0,0,-1
20,6,77.26175436071593,0,0,-1
20,7,80.01783437394721,0,0,-1
20,8,79.51392553638699,0,0,-1
20,9,82.3715158574837,0,0,-1
20,10,82.42488057296063,0,0,-1
20,11,85.05541711301225,0,0,-1
20,12,84.91546913853202,0,0,-1
20,13,85.11205587760124,0,0,-1
20,14,85.66026758656548,0,0,-1
20,15,90.42854810561678,0,0,-1
20,16,91.70547646788397,0,0,-1
20,17,90.64457967295678,0,0,-1
20,18,92.09807647837057,0,0,-1
20,19,91.55532767274406,0,0,-1
20,20,90.82070239839224,0,0,-1
20,21,92.1836044382304,0,0,-1
20,22,92.23023281988714,0,0,-1
20,23,92.64809669165484,0,0,-1
20,24,92.66907452445278,0,0,-1
20,25,93.17394921436093,0,0,-1
20,26,93.81139806051516,0,0,-1
20,27,90.90594766145703,0,0,-1
20,28,91.90580666437134,0,0,-1
20,29,90.43277753462588,0,0,-1
21,0,82.12597150497169,0,1,16
21,1,81.08571225811326,0,1,16
21,2,82.33226004461523,0,1,16
21,3,80.31899729505886,0,1,16
21,4,79.70858167190002,0,1,16
21,5,78.83127046950052,0,1,16
21,6,78.76138956399151,0,1,16
21,7,79.17968599096237,0,1,16
21,8,77.66784656652705,0,1,16
21,9,78.75427058271138,0,1,16
21,10,78.84877413521343,0,1,16
21,11,76.01085475524556,0,1,16
21,12,73.07296759465001,1,1,16
21,13,73.05448865525604,1,1,16
21,14,72.7230376785765,1,1,16
21,15,72.56790750821455,1,1,16
21,16,70.22265011628635,1,1,16
21,17,69.17939116484973,1,1,16
21,18,66.77778949449278,1,1,16
21,19,66.10223144229377,1,1,16
21,20,64.76126650752354,1,1,16
21,21,60.47176485545336,1,1,16
21,22,58.80454887747595,1,1,16
21,23,58.04179651198281,1,1,16
21,24,57.947350207675484,1,1,16
21,25,55.56180754264212,1,1,16
21,26,51.94863450889987,1,1,16
21,27,50.057758309140134,1,1,16
21,28,50.057094756387826,1,1,16
21,29,50.85529784732668,0,1,16
22,0,80.38563219952185,0,1,15
22,1,79.2579984278016,0,1,15
22,2,79.85354837782484,0,1,15
22,3,80.68692151080002,0,1,15
22,4,79.75366996041863,0,1,15
22,5,81.23477767798823,0,1,15
22,6,82.97103931501994,0,1,15
22,7,85.12549194986488,0,1,15
22,8,85.91961206055346,0,1,15
22,9,87.96475512868201,0,1,15
22,10,85.14355748672092,0,1,15
22,11,84.66669766377822,0,1,15
22,12,83.36618977929308,0,1,15
22,13,83.54502857098417,0,1,15
22,14,82.68785474218906,0,1,15
22,15,80.95740214824072,0,1,15
22,16,79.12968642645598,0,1,15
22,17,78.01777276578548,0,1,15
22,18,75.62229835474822,0,1,15
22,19,74.96384860825862,0,1,15
22,20,73.8194456270425,0,1,15
22,21,71.08677965101094,0,1,15
22,22,71.75930722685591,0,1,15
22,23,70.93365584308383,0,1,15
22,24,70.23977764259601,0,1,15
22,25,69.11004419533954,0,1,15
22,26,67.13659828369993,0,1,15
22,27,65.72769762281447,0,1,15
22,28,62.33674826745367,0,1,15
22,29,61.87026813859041,0,1,15
23,0,73.27395480264099,0,1,20
23,1,76.63833527124547,0,1,20
23,2,76.63545549148095,0,1,20
23,3,77.24750975680286,0,1,20
23,4,79.67282135455076,0,1,20
23,5,79.8693620288409,0,1,20
23,6,78.36584605780469,0,1,20
23,7,78.20125488026325,0,1,20
23,8,78.14783877597812,0,1,20
23,9,76.10072629767576,0,1,20
23,10,75.71697819066453,0,1,20
23,11,74.60369004966837,0,1,20
23,12,75.99022668544953,0,1,20
23,13,76.04214449672742,0,1,20
23,14,75.61795087300607,0,1,20
23,15,75.4586779770722,0,1,20
23,16,75.79336100468144,0,1,20
23,17,76.71858230421611,0,1,20
23,18,75.21901396121204,0,1,20
23,19,73.65663251228014,1,1,20
23,20,73.49374873312539,1,1,20
23,21,69.92291764871209,1,1,20
23,22,69.4325450722512,1,1,20
23,23,67.92057952368695,1,1,20
23,24,67.9016517213665,1,1,20
23,25,63.510272694855736,1,1,20
23,26,61.23635161804776,1,1,20
23,27,60.14711383284536,1,1,20
23,28,60.86164748937264,1,1,20
23,29,59.07340835680137,0,1,20
24,0,75.1817669239492,0,0,-1
24,1,75.37791320581651,0,0,-1
24,2,76.61354290363079,0,0,-1
24,3,76.52461893459189,0,0,-1
24,4,75.43068853003139,0,0,-1
24,5,74.80897893127761,0,0,-1
24,6,75.75984449787822,0,0,-1
24,7,75.76433443467815,0,0,-1
24,8,76.27464939998066,0,0,-1
24,9,77.27976826328394,0,0,-1
24,10,76.71750606893752,0,0,-1
24,11,77.85187831438223,0,0,-1
24,12,78.42014221956983,0,0,-1
24,13,76.56792258920261,0,0,-1
24,14,78.73137977598198,0,0,-1
24,15,77.9802626603466,0,0,-1
24,16,75.49761964556882,0,0,-1
24,17,73.93005408118937,0,0,-1
24,18,72.39848634017189,0,0,-1
24,19,72.47674631815819,0,0,-1
24,20,72.06597055983883,0,0,-1
24,21,71.56072260837794,0,0,-1
24,22,72.49027555660166,0,0,-1
24,23,73.00008859839072,0,0,-1
24,24,73.47416040435715,0,0,-1
24,25,74.08890309035019,0,0,-1
24,26,75.01310509235354,0,0,-1
24,27,71.85117507968738,0,0,-1
24,28,71.30451770129069,0,0,-1
24,29,68.03420260455648,0,0,-1
25,0,75.56829841218452,0,1,17
25,1,77.3497500012662,0,1,17
25,2,77.65391257364475,0,1,17
25,3,76.9033709575494,0,1,17
25,4,77.63111262636801,0,1,17
25,5,76.83923617038154,0,1,17
25,6,76.83714719321651,0,1,17
25,7,78.31635166865766,0,1,17
25,8,77.47969464967352,0,1,17
25,9,78.68821260853727,0,1,17
25,10,79.70431466157572,0,1,17
